"SYMBOL 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","NO. OF SECURITY (POST) 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","MODE OF ACQUISITION 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
",is_insider
LALPATHLAB,Nimish Jindal,Employees/Designated Employees,Equity Shares,0.01,575.0,1556791,Sell,4750,2023-11-06,Market Sale,0,1
LALPATHLAB,Shankha Banerjee,Employees/Designated Employees,Equity Shares,0.03,500.0,1372647,Sell,23410,2023-12-01,Market Sale,0,1
LALPATHLAB,Gaurav Sharma,Employees/Designated Employees,Equity Shares,0.0,1800.0,4914000,Sell,1781,2023-12-01,Market Sale,0,1
LALPATHLAB,Shankha Banerjee,Employees/Designated Employees,Equity Shares,0.03,2000.0,5358828,Sell,23910,2023-11-29,Market Sale,0,1
LALPATHLAB,Rahul Sharma,Director,Equity Shares,0.04,1000.0,2703050,Sell,30500,2023-11-24,Market Sale,0,1
LALPATHLAB,Rahul Sharma,Director,Equity Shares,0.04,3500.0,9440000,Sell,31500,2023-11-22,Market Sale,0,1
LALPATHLAB,Munender Soperna,Employees/Designated Employees,Equity Shares,0.02,1000.0,2729541,Sell,16274,2023-11-21,Market Sale,0,1
LALPATHLAB,Om Prakash Manchanda,Director,Equity Shares,1.26,8920.0,24199431,Sell,1038579,2023-11-20,Market Sale,0,1
LALPATHLAB,Munender Soperna,Employees/Designated Employees,Equity Shares,0.02,1000.0,2741570,Sell,17274,2023-11-16,Market Sale,0,1
LALPATHLAB,Abhishek Aggarwal,Employees/Designated Employees,Equity Shares,0.0,900.0,2442521,Sell,Nil,2023-11-08,Market Sale,0,1
LALPATHLAB,PUNIT SHARMA,Employees/Designated Employees,Equity Shares,0.0,188.0,493753,Sell,Nil,2023-11-15,Market Sale,0,1
LALPATHLAB,PUNIT SHARMA,Employees/Designated Employees,Equity Shares,0.0,188.0,1880,Buy,188,2023-11-10,ESOP,0,1
LALPATHLAB,AMIT AGGARWAL,Employees/Designated Employees,Equity Shares,0.0,400.0,1086500,Sell,1600,2023-11-07,Market Sale,0,1
LALPATHLAB,Bharath U,Key Managerial Personnel,Equity Shares,0.02,3500.0,35000,Buy,20936,2023-11-16,ESOP,0,1
LALPATHLAB,Rahul Sharma,Director,Equity Shares,0.03,8000.0,2490400,Buy,35000,2023-11-17,ESOP,0,1
LALPATHLAB,Bharath U,Key Managerial Personnel,Equity Shares,0.02,3365.0,8928692,Sell,17436,2023-11-15,Market Sale,0,1
LALPATHLAB,Dr. Lal PathLabs Employees Welfare Trust,Other,Equity Shares,0.38,3500.0,35000,Sell,314561,2023-11-16,ESOP,0,1
LALPATHLAB,Bharath U,Key Managerial Personnel,Equity Shares,0.03,135.0,364856,Sell,20801,2023-11-12,Market Sale,0,1
LALPATHLAB,Bharath U,Key Managerial Personnel,Equity Shares,0.03,1500.0,15000,Buy,22936,2023-11-07,ESOP,0,1
LALPATHLAB,Dr. Lal PathLabs Employees Welfare Trust,Other,Equity Shares,0.38,388.0,387890,Sell,318061,2023-11-10,ESOP,0,1
LALPATHLAB,Bharath U,Key Managerial Personnel,Equity Shares,0.03,2000.0,5425000,Sell,20936,2023-11-09,Market Sale,0,1
LALPATHLAB,Gaurav Sharma,Employees/Designated Employees,Equity Shares,0.0,300.0,3000,Buy,4581,2023-10-19,ESOP,0,1
LALPATHLAB,Rahul Sharma,Director,Equity Shares,0.03,1081.0,2954510,Sell,27000,2023-11-09,Market Sale,0,1
LALPATHLAB,Gaurav Sharma,Employees/Designated Employees,Equity Shares,0.0,1000.0,2720000,Sell,3581,2023-11-09,Market Sale,0,1
LALPATHLAB,Rahul Sharma,Director,Equity Shares,0.04,2919.0,7805636,Sell,28081,2023-11-06,Market Sale,0,1
LALPATHLAB,Dr. Lal PathLabs Employees Welfare Trust,Other,Equity Shares,0.38,1720.0,439611,Sell,318449,2023-11-07,ESOP,0,1
LALPATHLAB,Bharath U,Key Managerial Personnel,Equity Shares,0.02,2736.0,27360,Buy,21436,2023-10-19,ESOP,0,1
LALPATHLAB,Om Prakash Manchanda,Director,Equity Shares,1.23,19170.0,191700,Buy,1047499,2023-10-19,ESOP,0,1
LALPATHLAB,Dr. Lal PathLabs Employees Welfare Trust,Other,Equity Shares,0.41,24084.0,240840,Sell,320169,2023-10-19,ESOP,0,1
LALPATHLAB,Vijay Mittal,Employees/Designated Employees,Equity Shares,0.0,360.0,3600,Buy,460,2024-03-18,ESOP,0,1
LALPATHLAB,Vijay Mittal,Employees/Designated Employees,Equity Shares,0.0,200.0,455000,Sell,60,2024-03-27,Market Sale,0,1
LALPATHLAB,Vijay Mittal,Employees/Designated Employees,Equity Shares,0.0,200.0,447000,Sell,260,2024-03-26,Market Sale,0,1
LALPATHLAB,Bharath U,Key Managerial Personnel,Equity Shares,0.02,500.0,1136371,Sell,12500,2024-03-27,Market Sale,0,1
LALPATHLAB,Bharath U,Key Managerial Personnel,Equity Shares,0.01,1000.0,1930050,Buy,13500,2024-03-27,ESOP,0,1
LALPATHLAB,Bharath U,Key Managerial Personnel,Equity Shares,0.02,1000.0,2300000,Sell,12500,2024-03-28,Market Sale,0,1
LALPATHLAB,Dibakar Jena,Employees/Designated Employees,Equity Shares,0.0,750.0,1676100,Sell,10,2024-03-07,Market Sale,0,1
LALPATHLAB,Bharath U,Key Managerial Personnel,Equity Shares,0.02,250.0,559267,Sell,13000,2024-03-26,Market Sale,0,1
KOTAKBANK,Gaurang Shah,-,Equity Shares,0.0,15000.0,28650000,Sell,756324,2023-12-28,Market Sale,0,1
KOTAKBANK,Narayan S. A.,-,Equity Shares,0.06,4000.0,7665000,Sell,1229563,2023-12-28,Market Sale,0,1
KOTAKBANK,Vipin Verma,-,Equity Shares,0.0,1858.0,2491578,Buy,61770,2023-12-28,ESOP,0,1
KOTAKBANK,Bhaskaran V,-,Equity Shares,0.0,5500.0,8525500,Buy,45500,2023-12-28,ESOP,0,1
KOTAKBANK,Bhaskaran V,-,Equity Shares,0.0,1000.0,1854250,Sell,40000,2023-12-14,Market Sale,0,1
KOTAKBANK,Narayan S. A.,-,Equity Shares,0.06,1000.0,1860900,Sell,1233563,2023-12-14,Market Sale,0,1
KOTAKBANK,N. Murali Krishna,-,Equity Shares,0.0,500.0,926500,Sell,1000,2023-12-14,Market Sale,0,1
KOTAKBANK,Bhaskaran V,-,Equity Shares,0.0,1000.0,1847500,Sell,41000,2023-12-11,Market Sale,0,1
KOTAKBANK,Bhaskaran V,-,Equity Shares,0.0,2000.0,3665000,Sell,42000,2023-12-08,Market Sale,0,1
KOTAKBANK,N. Murali Krishna,-,Equity Shares,0.0,400.0,730678,Sell,1500,2023-12-07,Market Sale,0,1
KOTAKBANK,Narayan S. A.,-,Equity Shares,0.06,2000.0,3666000,Sell,1234563,2023-12-08,Market Sale,0,1
KOTAKBANK,Gaurang Shah,-,Equity Shares,0.04,12000.0,21888000,Sell,771324,2023-12-06,Market Sale,0,1
KOTAKBANK,N. Murali Krishna,-,Equity Shares,0.0,100.0,18278,Sell,1900,2023-12-04,Market Sale,0,1
KOTAKBANK,Narayan S. A.,-,Equity Shares,0.06,1000.0,1755000,Sell,1236563,2023-12-01,Market Sale,0,1
KOTAKBANK,Gaurang Shah,-,Equity Shares,0.04,15000.0,26280000,Sell,783324,2023-11-29,Market Sale,0,1
KOTAKBANK,Narayan S. A.,-,Equity Shares,0.06,1000.0,1767830,Sell,1237563,2023-11-21,Market Sale,0,1
KOTAKBANK,Narayan S. A.,-,Equity Shares,0.06,1000.0,1768000,Sell,1238563,2023-11-17,Market Sale,0,1
KOTAKBANK,Narayan S. A.,-,Equity Shares,0.06,1000.0,1755000,Sell,1239563,2023-11-09,Market Sale,0,1
KOTAKBANK,N. Murali Krishna,-,Equity Shares,0.0,1000.0,1747675,Sell,2000,2023-11-07,Market Sale,0,1
KOTAKBANK,N. Murali Krishna,-,Equity Shares,0.0,500.0,867290,Sell,3000,2023-09-29,Market Sale,0,1
KOTAKBANK,Narayan S. A.,-,Equity Shares,0.06,2000.0,3470000,Sell,1249969,2023-03-31,Market Sale,0,1
KOTAKBANK,Narayan S. A.,-,Equity Shares,0.06,2000.0,3410104,Sell,1247969,2023-10-26,Market Sale,0,1
KOTAKBANK,Narayan S. A.,-,Equity Shares,0.06,4000.0,6855000,Sell,1241563,2023-10-30,Market Sale,0,1
KOTAKBANK,Narayan S. A.,-,Equity Shares,0.06,2406.0,4092221,Sell,1245563,2023-10-27,Market Sale,0,1
KOTAKBANK,Narayan S. A.,-,Equity Shares,0.06,1000.0,1740000,Sell,1240563,2023-11-02,Market Sale,0,1
KOTAKBANK,Bhaskaran V,-,Equity Shares,0.0,2846.0,4921531,Sell,44000,2023-10-31,Market Sale,0,1
KOTAKBANK,Gaurang Shah,-,Equity Shares,0.04,9906.0,9906000,Buy,798324,2023-10-31,ESOP,0,1
KOTAKBANK,D Kannan,-,Equity Shares,0.0,374754.0,670000000,Sell,390732,2024-03-27,Gift,0,1
KOTAKBANK,Narayan S. A.,-,Equity Shares,0.06,2000.0,3600000,Sell,1223836,2024-03-28,Market Sale,0,1
KOTAKBANK,Narayan S. A.,-,Equity Shares,0.06,1000.0,1775000,Sell,1225836,2024-03-21,Market Sale,0,1
KOTAKBANK,Narayan S. A.,-,Equity Shares,0.06,1000.0,1727490,Sell,1226836,2024-03-04,Market Sale,0,1
KPITTECH,KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,Other,Equity Shares,1.1,2905.0,4322988,Sell,3010784,2023-12-21,ESOP,0,1
KPITTECH,KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,Other,Equity Shares,1.1,7500.0,75000,Sell,3013689,2023-12-15,ESOP,0,1
KPITTECH,KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,Other,Equity Shares,1.11,16850.0,168500,Sell,3021189,2023-12-11,ESOP,0,1
KPITTECH,KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,Other,Equity Shares,1.11,10950.0,109500,Sell,3038039,2023-12-11,ESOP,0,1
KPITTECH,Rajesh Janwadkar,Employees/Designated Employees,Equity Shares,0.02,2400.0,3502272,Sell,64625,2023-12-06,ESOP,0,1
KPITTECH,KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,Other,Equity Shares,1.12,8100.0,81000,Sell,3053489,2023-12-05,ESOP,0,1
KPITTECH,KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,Other,Equity Shares,1.11,4500.0,6544458,Sell,3048989,2023-12-05,ESOP,0,1
KPITTECH,KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,Other,Equity Shares,1.12,1800.0,2667501,Sell,3061589,2023-11-30,ESOP,0,1
KPITTECH,Gautam Bavisetty,Employees/Designated Employees,Equity Shares,0.0,500.0,695140,Sell,3505,2023-11-12,Market Sale,0,1
KPITTECH,Gautam Bavisetty,Employees/Designated Employees,Equity Shares,0.0,501.0,746280,Sell,3004,2023-11-12,Market Sale,0,1
KPITTECH,KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,Other,Equity Shares,1.13,23500.0,235000,Sell,3063389,2023-11-22,ESOP,0,1
KPITTECH,KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,Other,Equity Shares,1.13,16750.0,25200607,Sell,3086889,2023-11-21,ESOP,0,1
KPITTECH,Suresh Umakanthaiah,Employees/Designated Employees,Equity Shares,0.03,9000.0,13586850,Sell,76075,2023-11-21,ESOP,0,1
KPITTECH,Mohit Kochar,Employees/Designated Employees,Equity Shares,0.01,3000.0,4106820,Sell,19805,2023-11-10,ESOP,0,1
KPITTECH,KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,Other,Equity Shares,1.13,3540.0,4829576,Sell,3103639,2023-11-10,ESOP,0,1
KPITTECH,KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,Other,Equity Shares,1.14,21460.0,26790814,Sell,3107179,2023-11-03,ESOP,0,1
KPITTECH,KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,Other,Equity Shares,1.14,2200.0,2712331,Sell,3128639,2023-11-03,ESOP,0,1
CIPLA,Priyanka Mallick,Employees/Designated Employees,Equity Shares,0.0,500.0,636640,Buy,500,2023-08-10,Market Purchase,0,1
CIPLA,Jaideep Mallick,Immediate relative,Equity Shares,0.0,150.0,190470,Buy,150,2023-08-10,Market Purchase,0,1
CIPLA,Priyanka Mallick,Employees/Designated Employees,Equity Shares,0.0,200.0,237335,Buy,700,2023-09-22,Market Purchase,0,1
STARCEMENT,Suchita Agarwal,Promoter Group,Equity Shares,0.24,1800.0,323605,Sell,960190,2023-12-20,Market Sale,0,1
STARCEMENT,Suchita Agarwal,Promoter Group,Equity Shares,0.24,10000.0,1761975,Sell,961990,2023-12-14,Market Sale,0,1
STARCEMENT,Rajendra Udyog HUF,Promoter Group,Equity Shares,0.4,141000.0,25204920,Sell,1488687,2023-12-14,Market Sale,0,1
STARCEMENT,RENU CHAMARIA,Promoter Group,Equity Shares,0.79,200000.0,33983000,Sell,3003146,2023-12-05,Market Sale,0,1
STARCEMENT,RAHUL CHAMARIA,Promoter Group,Equity Shares,1.01,500000.0,84957500,Sell,3597511,2023-12-05,Market Sale,0,1
STARCEMENT,Rajendra Udyog HUF,Promoter Group,Equity Shares,0.52,476470.0,80878400,Sell,1629687,2023-12-05,Market Sale,0,1
STARCEMENT,Prem Kumar Bhajanka,Promoters,Equity Shares,9.78,1260000.0,214193372,Buy,40795295,2023-12-05,Market Purchase,0,1
STARCEMENT,Rajendra Udyog HUF,Promoter Group,Equity Shares,0.52,5750.0,979510,Sell,2106157,2023-11-30,Market Sale,0,1
STARCEMENT,Rajendra Udyog HUF,Promoter Group,Equity Shares,0.53,10000.0,1700576,Sell,2140271,2023-11-24,Market Sale,0,1
STARCEMENT,Rajendra Udyog HUF,Promoter Group,Equity Shares,0.53,28364.0,4845690,Sell,2111907,2023-11-28,Market Sale,0,1
STARCEMENT,Rajendra Udyog HUF,Promoter Group,Equity Shares,0.53,6630.0,1126733,Sell,2150271,2023-11-22,Market Sale,0,1
STARCEMENT,Manoj Agarwal,Key Managerial Personnel,Equity Shares,0.0,500.0,84117,Buy,1007,2023-11-29,Market Purchase,0,1
STARCEMENT,Suchita Agarwal,Promoter Group,Equity Shares,0.24,3010.0,516100,Sell,971990,2023-11-30,Market Sale,0,1
STARCEMENT,Sarika Jalan,Promoter Group,Equity Shares,0.21,10000.0,1685126,Sell,831967,2023-11-29,Market Sale,0,1
STARCEMENT,Suchita Agarwal,Promoter Group,Equity Shares,0.25,20000.0,3419500,Sell,975000,2023-11-28,Market Sale,0,1
STARCEMENT,Suchita Agarwal,Promoter Group,Equity Shares,0.25,5000.0,853850,Sell,995000,2023-11-24,Market Sale,0,1
STARCEMENT,Rajendra Udyog HUF,Promoter Group,Equity Shares,0.54,8385.0,1424568,Sell,2184080,2023-11-20,Market Sale,0,1
STARCEMENT,Rajendra Udyog HUF,Promoter Group,Equity Shares,0.54,27179.0,4604479,Sell,2156901,2023-11-21,Market Sale,0,1
STARCEMENT,Laxmi Chamaria,Promoter Group,Equity Shares,0.68,64760.0,9942102,Sell,2665954,2023-09-28,Market Sale,0,1
STARCEMENT,Laxmi Chamaria,Promoter Group,Equity Shares,0.66,24319.0,3710081,Sell,2641635,2023-09-29,Market Sale,0,1
STARCEMENT,Laxmi Chamaria,Promoter Group,Equity Shares,0.71,50.0,7631,Sell,2869436,2023-09-26,Market Sale,0,1
STARCEMENT,Laxmi Chamaria,Promoter Group,Equity Shares,0.7,78246.0,11978026,Sell,2730714,2023-09-27,Market Sale,0,1
STARCEMENT,Laxmi Chamaria,Promoter Group,Equity Shares,0.71,60476.0,9256626,Sell,2808960,2023-09-26,Market Sale,0,1
STARCEMENT,SUMITRA DEVI AGARWAL FAMILY TRUST,Other,Equity Shares,4.44,500000.0,116200000,Buy,18451414,2024-03-27,Gift,0,1
STARCEMENT,MAHABIR PRASAD AGARWAL FAMILY TRUST,Other,Equity Shares,4.44,500000.0,116200000,Buy,18461414,2024-03-27,Gift,0,1
STARCEMENT,Brij Bhushan Agarwal,Director,Equity Shares,0.58,1000000.0,232400000,Sell,1358413,2024-03-27,Gift,0,1
EMAMILTD,Ashish Goenka,Promoter Group,Equity Shares,0.06,15000.0,7995000,Buy,284400,2023-12-28,Inter-se-Transfer,0,1
DMART,STEPHEN  THOMAS,-,Equity Shares,0.0,300.0,1218390,Sell,11200,2023-12-14,Market Sale,0,1
DMART,ARUN KUMAR SINGH,-,Equity Shares,0.01,4000.0,16266600,Sell,70000,2023-12-14,Market Sale,0,1
DMART,RAVI PRAKASH SHARMA,-,Equity Shares,0.03,1000.0,4080000,Sell,173800,2023-12-14,Market Sale,0,1
DMART,MOHAMMED ALI USMAN SHAIKH,-,Equity Shares,0.0,60.0,244200,Sell,970,2023-12-14,Market Sale,0,1
DMART,SANJAY S DUBEY,-,Equity Shares,0.0,300.0,1216000,Sell,26500,2023-12-14,Market Sale,0,1
DMART,RAVI PRAKASH SHARMA,-,Equity Shares,0.03,2000.0,8130000,Sell,174800,2023-12-12,Market Sale,0,1
DMART,BHASKARAN N,-,Equity Shares,0.08,1421.0,5772256,Sell,494079,2023-12-13,Market Sale,0,1
DMART,SUDIPTA CHATTERJEE,-,Equity Shares,0.01,30000.0,121014050,Sell,66575,2023-12-12,Market Sale,0,1
DMART,JUDE FERNANDEZ,-,Equity Shares,0.0,150.0,611625,Sell,9101,2023-12-14,Market Sale,0,1
DMART,SHARUKH NADIR TAVADIA,-,Equity Shares,0.0,500.0,2025000,Sell,23000,2023-12-14,Market Sale,0,1
DMART,JIGNESH H SHAH,-,Equity Shares,0.0,2500.0,10112250,Sell,28600,2023-12-12,Market Sale,0,1
DMART,PRATIBHA TALESARA,-,Equity Shares,0.0,175.0,708461,Sell,2285,2023-12-14,Market Sale,0,1
DMART,PRATIBHA TALESARA,-,Equity Shares,0.0,35.0,141215,Sell,2460,2023-12-13,Market Sale,0,1
DMART,ARUN KUMAR SINGH,-,Equity Shares,0.01,1000.0,4075968,Sell,74000,2023-12-12,Market Sale,0,1
DMART,SANJAY S DUBEY,-,Equity Shares,0.0,200.0,815600,Sell,26800,2023-12-12,Market Sale,0,1
DMART,PRASHANT DIWAKAR LOKHANDE,-,Equity Shares,0.02,500.0,2036665,Sell,121565,2023-12-11,Market Sale,0,1
DMART,DASTGIR NURMAHAMMAD SHAIKH,-,Equity Shares,0.04,10000.0,40304737,Sell,271091,2023-12-11,Market Sale,0,1
DMART,MAHESH SITARAM PAWAR,-,Equity Shares,0.04,16000.0,64421380,Sell,232110,2023-12-11,Market Sale,0,1
DMART,JAIDEEP SURESH SOMAN,-,Equity Shares,0.02,1800.0,7306500,Sell,123999,2023-12-11,Market Sale,0,1
DMART,SHARAD ROHIDAS KHILARI,-,Equity Shares,0.0,8650.0,35177500,Sell,20000,2023-12-11,Market Sale,0,1
DMART,MAHESH SITARAM PAWAR,-,Equity Shares,0.04,240.0,912562,Sell,248110,2023-10-27,Market Sale,0,1
DMART,SHARUKH NADIR TAVADIA,-,Equity Shares,0.0,500.0,2077500,Sell,23500,2023-12-07,Market Sale,0,1
DMART,JAIDEEP SURESH SOMAN,-,Equity Shares,0.02,2000.0,8262000,Sell,125799,2023-12-07,Market Sale,0,1
DMART,MOHAMMED ALI USMAN SHAIKH,-,Equity Shares,0.0,500.0,2070585,Sell,1030,2023-12-08,Market Sale,0,1
DMART,ROHIT ANIL MUNDHRA,-,Equity Shares,0.0,248.0,1030912,Sell,13227,2023-12-08,Market Sale,0,1
DMART,BISHNU SHANKAR SINGH,-,Equity Shares,0.01,5000.0,20428553,Sell,64675,2023-12-06,Market Sale,0,1
DMART,SANJAY S DUBEY,-,Equity Shares,0.0,100.0,407080,Sell,27000,2023-12-08,Market Sale,0,1
DMART,VIKRAM  BHATIA,-,Equity Shares,0.02,2000.0,8196931,Sell,158213,2023-12-05,Market Sale,0,1
DMART,RAVI PRAKASH SHARMA,-,Equity Shares,0.03,1000.0,4150000,Sell,176800,2023-12-06,Market Sale,0,1
DMART,BIMAL SURESHCHANDRA DESAI,-,Equity Shares,0.0,500.0,2080000,Sell,31500,2023-12-08,Market Sale,0,1
DMART,PRASHANT DIWAKAR LOKHANDE,-,Equity Shares,0.02,3000.0,12259920,Sell,122065,2023-12-06,Market Sale,0,1
DMART,UMESH ARUN WAGH,-,Equity Shares,0.0,3000.0,12362813,Sell,6710,2023-12-06,Market Sale,0,1
DMART,RAVI PRAKASH SHARMA,-,Equity Shares,0.03,500.0,2034400,Sell,177800,2023-12-05,Market Sale,0,1
DMART,KIRIT AMRATLAL NAGDA,-,Equity Shares,0.02,2500.0,10211000,Sell,97300,2023-12-06,Market Sale,0,1
DMART,Shashidhara Rao K N,-,Equity Shares,0.03,1300.0,5434000,Sell,189062,2023-12-06,Market Sale,0,1
DMART,TREVOR RAYMOND MARTIS,-,Equity Shares,0.01,250.0,1050000,Sell,52500,2023-12-07,Market Sale,0,1
DMART,ARUN KUMAR SINGH,-,Equity Shares,0.01,7500.0,30387105,Sell,75000,2023-12-04,Market Sale,0,1
DMART,JUDE FERNANDEZ,-,Equity Shares,0.0,50.0,205000,Sell,9251,2023-12-06,Market Sale,0,1
DMART,BHASKARAN N,-,Equity Shares,0.08,5000.0,20532000,Sell,495500,2023-12-06,Market Sale,0,1
DMART,TREVOR RAYMOND MARTIS,-,Equity Shares,0.01,1500.0,6000000,Sell,53500,2023-12-04,Market Sale,0,1
DMART,SHASHIKANT R NIKAM,-,Equity Shares,0.0,1375.0,5522500,Sell,3125,2023-12-04,Market Sale,0,1
DMART,ELVIN ELIAS MACHADO,Director,Equity Shares,0.05,2000.0,8028000,Sell,321000,2023-12-05,Market Sale,0,1
DMART,TREVOR RAYMOND MARTIS,-,Equity Shares,0.01,750.0,3075000,Sell,52750,2023-12-06,Market Sale,0,1
DMART,SIJU VALLIAVEETTIL THOMAS,-,Equity Shares,0.01,1000.0,4013018,Sell,34140,2023-12-05,Market Sale,0,1
DMART,SANJAY S DUBEY,-,Equity Shares,0.0,600.0,2418700,Sell,27100,2023-12-05,Market Sale,0,1
DMART,JUDE FERNANDEZ,-,Equity Shares,0.0,150.0,600750,Sell,9301,2023-12-05,Market Sale,0,1
DMART,PARAG BALKRISHNA LOKHANDE,-,Equity Shares,0.02,500.0,2020000,Sell,113500,2023-12-05,Market Sale,0,1
DMART,ARJUN NANA KATE,-,Equity Shares,0.0,910.0,3707650,Sell,200,2023-12-05,Market Sale,0,1
DMART,Shashidhara Rao K N,-,Equity Shares,0.03,800.0,3220000,Sell,190362,2023-12-05,Market Sale,0,1
DMART,Vikram Bhatia,-,Equity Shares,0.03,6000.0,23552000,Sell,160213,2023-11-30,Market Sale,0,1
DMART,BHASKARAN N,-,Equity Shares,0.08,4000.0,16153680,Sell,500500,2023-12-04,Market Sale,0,1
DMART,JAIDEEP SURESH SOMAN,-,Equity Shares,0.02,1000.0,3970000,Sell,127799,2023-12-01,Market Sale,0,1
DMART,RAVI PRAKASH SHARMA,-,Equity Shares,0.03,4500.0,17772500,Sell,178300,2023-11-30,Market Sale,0,1
DMART,Shashidhara Rao K N,-,Equity Shares,0.03,4500.0,17700000,Sell,191162,2023-11-30,Market Sale,0,1
DMART,JAIDEEP SURESH SOMAN,-,Equity Shares,0.02,1000.0,3900000,Sell,128799,2023-11-28,Market Sale,0,1
DMART,SANJAY S DUBEY,-,Equity Shares,0.0,500.0,1963300,Sell,27700,2023-11-28,Market Sale,0,1
DMART,BHASKARAN N,-,Equity Shares,0.08,2000.0,7865000,Sell,506500,2023-11-29,Market Sale,0,1
DMART,KIRIT AMRATLAL NAGDA,-,Equity Shares,0.02,1300.0,5065400,Sell,99800,2023-11-28,Market Sale,0,1
DMART,BHASKARAN N,-,Equity Shares,0.08,2000.0,7910000,Sell,504500,2023-11-30,Market Sale,0,1
DMART,ABHIJEET JANARDAN GIRME,-,Equity Shares,0.0,360.0,1384340,Sell,Nil,2023-11-28,Market Sale,0,1
DMART,JUDE FERNANDEZ,-,Equity Shares,0.0,50.0,192750,Sell,9451,2023-11-28,Market Sale,0,1
DMART,JAGMOHAN BALMUKUND BAGRI,-,Equity Shares,0.01,150.0,583500,Sell,85900,2023-11-28,Market Sale,0,1
DMART,ELVIN ELIAS MACHADO,Director,Equity Shares,0.05,2900.0,11347700,Sell,323000,2023-11-28,Market Sale,0,1
DMART,BHASKARAN N,-,Equity Shares,0.08,15000.0,58598250,Sell,508500,2023-11-28,Market Sale,0,1
DMART,KIRIT AMRATLAL NAGDA,-,Equity Shares,0.02,500.0,1921500,Sell,101100,2023-11-23,Market Sale,0,1
DMART,SANJAY NARAYAN KADAM,-,Equity Shares,0.0,2000.0,7788570,Sell,25374,2023-11-28,Market Sale,0,1
DMART,JAIDEEP SURESH SOMAN,-,Equity Shares,0.02,500.0,1925000,Sell,129799,2023-11-23,Market Sale,0,1
DMART,JAGMOHAN BALMUKUND BAGRI,-,Equity Shares,0.01,100.0,382600,Sell,86050,2023-11-23,Market Sale,0,1
DMART,NAVINCHANDRA NISHIKANT NERURKAR,-,Equity Shares,0.01,5000.0,19250000,Sell,65079,2023-11-22,Market Sale,0,1
DMART,JAIDEEP SURESH SOMAN,-,Equity Shares,0.02,500.0,1925000,Sell,130299,2023-11-22,Market Sale,0,1
DMART,ABHIJEET JANARDAN GIRME,-,Equity Shares,0.0,105.0,401318,Sell,360,2023-11-21,Market Sale,0,1
DMART,NAVINCHANDRA NISHIKANT NERURKAR,-,Equity Shares,0.01,14142.0,53739600,Sell,70079,2023-11-15,Market Sale,0,1
DMART,JAIDEEP SURESH SOMAN,-,Equity Shares,0.02,1000.0,3800000,Sell,130799,2023-11-15,Market Sale,0,1
DMART,Vikram Bhatia,-,Equity Shares,0.03,4000.0,15121764,Sell,166213,2023-11-10,Market Sale,0,1
DMART,SANJAY NARAYAN KADAM,-,Equity Shares,0.0,1125.0,4130712,Sell,27374,2023-11-06,Market Sale,0,1
DMART,GYANCHANDRA LALLAN DUBEY,-,Equity Shares,0.0,1460.0,5403600,Sell,4160,2023-11-07,Market Sale,0,1
DMART,RAJEEV CHANDRASEKHARAN,-,Equity Shares,0.0,2100.0,7623000,Sell,12050,2023-11-01,Market Sale,0,1
DMART,NAVINCHANDRA NISHIKANT NERURKAR,-,Equity Shares,0.01,4436.0,16249068,Sell,84221,2023-10-30,Market Sale,0,1
DMART,FARHAN AHMED ANSARI,-,Equity Shares,0.0,107.0,396970,Sell,Nil,2023-10-25,Gift,0,1
DMART,FARHAN AHMED ANSARI,-,Equity Shares,0.0,115.0,426609,Sell,107,2023-10-23,Market Sale,0,1
DMART,SANJAY S DUBEY,-,Equity Shares,0.0,1500.0,5467500,Sell,28200,2023-10-30,Market Sale,0,1
DMART,YASMEEN ANSARI,Immediate relative,Equity Shares,0.0,107.0,396970,Buy,5407,2023-10-25,Gift,0,1
DMART,SANJAY S DUBEY,-,Equity Shares,0.0,500.0,1850000,Sell,29700,2023-10-26,Market Sale,0,1
DMART,VISHWANATH RAMACHANDRA JOSHI,-,Equity Shares,0.0,8286.0,30765918,Sell,23000,2023-10-25,Market Sale,0,1
DMART,VISHWANATH RAMACHANDRA JOSHI,-,Equity Shares,0.0,114.0,425220,Sell,31286,2023-10-23,Market Sale,0,1
